CASO,R,G,B,CLASE 
19941,1,1,3,2
19942,1,1,3,2
19943,126,146,95,2
19944,47,68,12,2
19945,68,89,30,2
19946,74,95,28,2
19947,65,85,13,2
19948,76,90,11,2
19949,105,117,43,2
19950,92,102,29,2
19951,92,97,30,2
19952,82,87,20,2
19953,90,93,24,2
19954,114,115,45,2
19955,112,112,40,2
19956,101,101,27,2
19957,107,107,33,2
19958,150,151,75,2
19959,159,162,83,2
19960,134,139,59,2
19961,109,116,36,2
19962,97,104,27,2
19963,87,93,21,2
19964,93,98,32,2
19965,78,82,21,2
19966,76,77,19,2
19967,90,91,34,2
19968,108,107,50,2
19969,68,66,7,2
19970,74,73,9,2
19971,93,92,27,2
19972,105,104,40,2
19973,84,83,18,2
19974,106,104,30,2
19975,131,128,47,2
19976,110,106,17,2
19977,115,110,16,2
19978,126,120,24,2
19979,91,86,5,2
19980,96,92,21,2
19981,77,76,11,2
19982,61,62,2,2
19983,72,77,19,2
19984,85,93,36,2
19985,81,91,31,2
19986,84,93,26,2
19987,107,117,44,2
19988,108,119,43,2
19989,87,100,21,2
19990,125,140,57,2
19991,166,185,96,2
19992,130,149,57,2
19993,83,104,9,2
19994,124,146,48,2
19995,95,117,19,2
19996,76,96,1,2
19997,92,109,17,2
19998,93,109,20,2
19999,90,106,18,2
20000,75,82,12,2
20001,85,91,21,2
20002,85,88,19,2
20003,92,94,21,2
20004,91,92,14,2
20005,91,90,7,2
20006,100,99,9,2
20007,116,116,20,2
20008,132,129,32,2
20009,123,120,23,2
20010,103,103,7,2
20011,98,97,5,2
20012,100,99,9,2
20013,93,96,5,2
20014,103,113,16,2
20015,148,165,61,2
20016,133,150,44,2
20017,106,130,20,2
20018,123,151,40,2
20019,125,153,40,2
20020,121,151,37,2
20021,101,131,19,2
20022,122,145,41,2
20023,109,129,30,2
20024,97,114,18,2
20025,116,129,37,2
20026,131,146,55,2
20027,79,96,4,2
20028,113,132,27,2
20029,118,138,25,2
20030,105,129,7,2
20031,107,132,5,2
20032,113,138,10,2
20033,115,140,12,2
20034,131,157,32,2
20035,142,167,49,2
20036,130,154,42,2
20037,83,105,4,2
20038,86,106,17,2
20039,92,112,23,2
20040,99,121,21,2
20041,123,146,40,2
20042,119,143,31,2
20043,112,137,17,2
20044,108,134,7,2
20045,112,142,8,2
20046,136,167,30,2
20047,138,169,32,2
20048,111,141,7,2
20049,98,127,8,2
20050,91,119,8,2
20051,89,116,13,2
20052,89,115,18,2
20053,79,104,10,2
20054,71,98,3,2
20055,68,98,2,2
20056,99,125,24,2
20057,103,128,24,2
20058,93,116,10,2
20059,94,118,8,2
20060,92,116,4,2
20061,93,118,1,2
20062,97,122,2,2
20063,107,133,8,2
20064,111,137,10,2
20065,106,136,4,2
20066,128,160,23,2
20067,137,169,26,2
20068,118,150,7,2
20069,117,147,13,2
20070,132,161,33,2
20071,122,150,31,2
20072,93,120,5,2
20073,87,114,1,2
20074,105,132,17,2
20075,127,155,36,2
20076,134,162,39,2
20077,127,156,28,2
20078,143,173,41,2
20079,163,193,59,2
20080,150,180,46,2
20081,124,154,20,2
20082,107,134,3,2
20083,126,151,23,2
20084,129,151,25,2
20085,152,174,47,2
20086,164,187,57,2
20087,155,178,48,2
20088,161,184,54,2
20089,165,187,61,2
20090,147,168,47,2
20091,159,179,64,2
20092,153,173,62,2
20093,122,141,33,2
20094,127,146,39,2
20095,106,125,17,2
20096,130,150,39,2
20097,142,162,47,2
20098,126,147,30,2
20099,98,121,4,2
20100,114,137,21,2
20101,132,155,39,2
20102,123,146,32,2
20103,126,148,39,2
20104,130,152,44,2
20105,120,141,36,2
20106,134,155,54,2
20107,157,177,78,2
20108,168,188,93,2
20109,164,183,91,2
20110,176,195,105,2
20111,181,200,111,2
20112,153,171,85,2
20113,157,175,91,2
20114,152,170,88,2
20115,134,148,71,2
20116,175,188,116,2
20117,189,201,135,2
20118,188,199,141,2
20119,176,186,136,2
20120,185,193,154,2
20121,200,203,194,2
20122,176,179,170,2
20123,23,26,15,2
20124,169,172,161,2
20125,12,16,2,2
20126,189,191,178,2
20127,187,189,178,2
20128,17,19,8,2
20129,10,11,5,2
20130,1,1,1,2
20131,1,1,1,2
20132,1,1,1,2
20133,1,1,1,2
20134,118,136,86,2
20135,37,56,1,2
20136,59,79,20,2
20137,71,90,26,2
20138,69,86,15,2
20139,61,77,2,2
20140,83,95,19,2
20141,112,123,47,2
20142,107,115,42,2
20143,105,111,41,2
20144,85,87,21,2
20145,78,79,13,2
20146,96,97,31,2
20147,93,92,25,2
20148,82,82,12,2
20149,94,94,22,2
20150,81,81,7,2
20151,104,104,30,2
20152,138,139,63,2
20153,125,128,51,2
20154,88,92,15,2
20155,85,89,15,2
20156,105,108,37,2
20157,103,105,39,2
20158,89,91,28,2
20159,76,77,17,2
20160,106,107,49,2
20161,92,92,32,2
20162,86,86,24,2
20163,77,77,13,2
20164,68,69,3,2
20165,88,88,24,2
20166,108,107,42,2
20167,152,149,78,2
20168,160,157,78,2
20169,116,112,25,2
20170,121,116,24,2
20171,141,135,41,2
20172,100,94,16,2
20173,99,95,24,2
20174,73,72,7,2
20175,74,78,19,2
20176,84,92,33,2
20177,72,81,18,2
20178,78,85,15,2
20179,101,109,34,2
20180,105,113,36,2
20181,92,103,24,2
20182,117,130,48,2
20183,154,169,84,2
20184,137,153,64,2
20185,87,106,14,2
20186,122,141,49,2
20187,92,112,17,2
20188,83,102,10,2
20189,98,114,25,2
20190,94,110,21,2
20191,87,103,15,2
20192,88,96,23,2
20193,103,111,38,2
20194,91,97,27,2
20195,85,88,17,2
20196,81,83,8,2
20197,82,83,3,2
20198,92,92,6,2
20199,104,103,13,2
20200,123,122,30,2
20201,127,126,33,2
20202,110,109,17,2
20203,97,96,4,2
20204,92,92,2,2
20205,93,104,8,2
20206,141,158,56,2
20207,121,140,35,2
20208,111,134,26,2
20209,124,150,41,2
20210,120,148,38,2
20211,127,156,46,2
20212,99,126,19,2
20213,117,139,39,2
20214,101,118,22,2
20215,92,107,12,2
20216,114,128,33,2
20217,122,136,41,2
20218,94,109,16,2
20219,105,122,16,2
20220,109,128,13,2
20221,108,131,1,2
20222,108,130,3,2
20223,110,135,8,2
20224,111,134,17,2
20225,103,127,17,2
20226,94,114,27,2
20227,93,113,26,2
20228,89,111,13,2
20229,124,146,45,2
20230,120,143,35,2
20231,97,121,7,2
20232,97,122,4,2
20233,112,141,15,2
20234,132,161,33,2
20235,126,155,27,2
20236,102,130,7,2
20237,95,124,5,2
20238,95,123,12,2
20239,83,110,5,2
20240,78,104,5,2
20241,80,105,13,2
20242,71,97,6,2
20243,68,97,7,2
20244,66,95,3,2
20245,69,96,3,2
20246,92,119,24,2
20247,95,121,22,2
20248,90,115,14,2
20249,101,126,22,2
20250,90,116,9,2
20251,90,116,6,2
20252,92,119,4,2
20253,102,129,12,2
20254,103,133,11,2
20255,119,150,20,2
20256,137,169,32,2
20257,128,157,31,2
20258,129,157,38,2
20259,98,125,8,2
20260,104,132,13,2
20261,120,148,25,2
20262,128,157,29,2
20263,120,150,16,2
20264,142,173,36,2
20265,150,178,42,2
20266,122,150,13,2
20267,112,140,4,2
20268,116,141,11,2
20269,120,143,13,2
20270,146,169,37,2
20271,160,183,51,2
20272,151,174,40,2
20273,158,181,49,2
20274,160,183,53,2
20275,137,159,33,2
20276,152,173,52,2
20277,140,161,44,2
20278,109,129,16,2
20279,133,153,40,2
20280,97,117,4,2
20281,115,135,20,2
20282,126,147,30,2
20283,117,140,23,2
20284,107,130,16,2
20285,127,150,36,2
20286,118,141,27,2
20287,128,150,39,2
20288,130,152,41,2
20289,108,130,21,2
20290,124,146,38,2
20291,140,161,56,2
20292,130,151,48,2
20293,175,196,95,2
20294,149,170,69,2
20295,167,187,88,2
20296,162,183,82,2
20297,165,186,85,2
20298,164,184,85,2
20299,142,162,67,2
20300,159,175,86,2
20301,166,181,98,2
20302,168,182,105,2
20303,156,169,100,2
20304,196,207,149,2
20305,225,234,189,2
20306,176,181,161,2
20307,172,177,157,2
20308,18,23,3,2
20309,186,191,171,2
20310,199,204,181,2
20311,210,215,192,2
20312,209,215,189,2
20313,193,199,173,2
20314,160,166,140,2
20315,201,206,183,2
20316,205,210,187,2
20317,197,202,180,2
20318,1,1,1,2
20319,1,1,1,2
20320,120,132,82,2
20321,69,82,26,2
20322,74,88,26,2
20323,59,71,5,2
20324,61,73,1,2
20325,71,81,8,2
20326,99,107,32,2
20327,112,120,45,2
20328,95,101,29,2
20329,107,110,41,2
20330,96,97,31,2
20331,69,69,7,2
20332,77,75,16,2
20333,90,88,31,2
20334,93,91,30,2
20335,94,91,22,2
20336,101,99,25,2
20337,107,105,31,2
20338,99,97,23,2
20339,89,89,15,2
20340,96,96,24,2
20341,101,101,29,2
20342,89,90,20,2
20343,99,100,34,2
20344,83,85,20,2
20345,101,103,40,2
20346,78,80,17,2
20347,70,72,9,2
20348,82,84,21,2
20349,96,98,35,2
20350,108,107,43,2
20351,98,94,30,2
20352,153,150,79,2
20353,157,154,75,2
20354,121,116,32,2
20355,138,134,45,2
20356,134,129,38,2
20357,99,96,17,2
20358,89,86,15,2
20359,70,69,2,2
20360,71,73,8,2
20361,80,85,19,2
20362,84,90,26,2
20363,88,95,27,2
20364,102,105,34,2
20365,116,120,44,2
20366,128,132,56,2
20367,94,101,23,2
20368,91,100,21,2
20369,123,135,53,2
20370,110,124,39,2
20371,88,104,16,2
20372,131,147,59,2
20373,84,100,12,2
20374,87,103,14,2
20375,97,111,23,2
20376,105,119,31,2
20377,98,112,24,2
20378,96,102,28,2
20379,117,125,50,2
20380,89,99,26,2
20381,86,89,10,2
20382,88,90,7,2
20383,109,107,24,2
20384,132,130,45,2
20385,128,126,39,2
20386,100,100,12,2
20387,106,120,25,2
20388,118,136,37,2
20389,104,122,20,2
20390,108,131,25,2
20391,111,136,32,2
20392,123,148,46,2
20393,112,138,37,2
20394,96,120,22,2
20395,75,99,3,2
20396,85,105,10,2
20397,110,125,30,2
20398,109,123,25,2
20399,106,121,20,2
20400,121,133,33,2
20401,84,95,1,2
20402,90,102,2,2
20403,120,133,27,2
20404,120,137,22,2
20405,137,155,33,2
20406,151,170,44,2
20407,133,154,23,2
20408,134,155,26,2
20409,123,145,19,2
20410,108,129,12,2
20411,74,93,3,2
20412,90,108,24,2
20413,96,114,30,2
20414,82,102,5,2
20415,110,132,32,2
20416,106,128,27,2
20417,91,114,8,2
20418,118,144,35,2
20419,118,144,35,2
20420,96,124,14,2
20421,104,131,24,2
20422,99,126,23,2
20423,85,111,12,2
20424,75,102,9,2
20425,67,93,2,2
20426,66,92,3,2
20427,75,100,16,2
20428,70,98,14,2
20429,66,94,10,2
20430,60,88,3,2
20431,94,122,35,2
20432,110,136,45,2
20433,99,126,33,2
20434,93,120,23,2
20435,85,113,13,2
20436,83,111,8,2
20437,88,117,11,2
20438,101,130,20,2
20439,99,129,17,2
20440,87,117,3,2
20441,121,152,33,2
20442,127,157,35,2
20443,103,133,11,2
20444,112,141,22,2
20445,117,146,28,2
20446,126,153,38,2
20447,99,128,2,2
20448,109,136,5,2
20449,132,160,23,2
20450,143,172,32,2
20451,158,187,45,2
20452,133,160,21,2
20453,124,150,15,2
20454,128,154,19,2
20455,116,142,7,2
20456,126,152,16,2
20457,143,169,33,2
20458,128,154,18,2
20459,126,152,16,2
20460,162,188,52,2
20461,162,188,53,2
20462,134,160,27,2
20463,128,153,25,2
20464,111,135,11,2
20465,99,123,3,2
20466,115,138,21,2
20467,120,143,27,2
20468,113,136,22,2
20469,115,138,24,2
20470,102,124,13,2
20471,97,121,9,2
20472,113,137,25,2
20473,121,145,31,2
20474,119,144,27,2
20475,106,131,14,2
20476,101,125,11,2
20477,111,135,23,2
20478,141,165,55,2
20479,143,166,58,2
20480,139,162,54,2
20481,133,156,48,2
20482,141,165,55,2
20483,156,180,68,2
20484,163,188,71,2
20485,160,185,67,2
20486,143,168,51,2
20487,152,175,61,2
20488,169,191,82,2
20489,155,176,73,2
20490,161,178,84,2
20491,210,225,142,2
20492,228,239,170,2
20493,209,219,159,2
20494,197,205,156,2
20495,206,213,172,2
20496,164,172,135,2
20497,184,191,157,2
20498,176,186,149,2
20499,192,203,161,2
20500,210,223,177,2
20501,197,211,162,2
20502,180,194,143,2
20503,178,192,139,2
20504,166,180,127,2
20505,184,198,145,2
20506,197,211,160,2
20507,221,233,185,2
20508,215,227,181,2
20509,202,213,173,2
20510,187,196,169,2
20511,10,12,11,2
20512,1,3,2,2
20513,6,8,7,2
20514,9,8,13,2
20515,17,16,14,2
20516,10,9,4,2
20517,1,1,3,2
20518,1,1,3,2
20519,1,1,1,2
20520,1,1,1,2
20521,1,1,3,2
20522,1,1,3,2
20523,1,1,1,2
20524,1,1,1,2
20525,1,1,1,2
20526,1,1,1,2
20527,120,130,78,2
20528,66,77,21,2
20529,72,83,23,2
20530,63,74,8,2
20531,62,72,3,2
20532,68,76,3,2
20533,99,107,32,2
20534,100,106,32,2
20535,81,84,13,2
20536,90,91,23,2
20537,84,85,19,2
20538,74,72,13,2
20539,90,88,31,2
20540,97,94,41,2
20541,92,87,31,2
20542,89,84,18,2
20543,97,93,20,2
20544,100,96,23,2
20545,92,90,16,2
20546,100,97,26,2
20547,123,120,49,2
20548,118,115,46,2
20549,83,83,13,2
20550,82,81,14,2
20551,88,89,23,2
20552,110,110,46,2
20553,82,84,19,2
20554,91,93,30,2
20555,113,115,52,2
20556,109,108,44,2
20557,89,85,21,2
20558,125,121,50,2
20559,124,121,44,2
20560,108,103,21,2
20561,131,127,40,2
20562,122,116,28,2
20563,98,93,11,2
20564,103,100,21,2
20565,85,83,9,2
20566,70,71,3,2
20567,85,87,21,2
20568,99,104,37,2
20569,115,121,51,2
20570,115,117,44,2
20571,107,109,34,2
20572,117,119,44,2
20573,102,106,29,2
20574,87,94,16,2
20575,111,120,41,2
20576,112,123,44,2
20577,80,93,11,2
20578,122,135,53,2
20579,84,99,14,2
20580,76,92,4,2
20581,87,101,14,2
20582,98,112,24,2
20583,96,109,21,2
20584,81,91,5,2
20585,78,80,5,2
20586,107,114,37,2
20587,123,134,58,2
20588,94,106,30,2
20589,73,77,1,2
20590,81,84,7,2
20591,110,108,31,2
20592,137,136,54,2
20593,135,134,51,2
20594,104,107,20,2
20595,103,118,23,2
20596,116,134,35,2
20597,100,121,20,2
20598,90,111,8,2
20599,105,128,24,2
20600,104,129,27,2
20601,110,135,34,2
20602,103,127,31,2
20603,81,105,11,2
20604,79,96,4,2
20605,104,119,24,2
20606,100,114,16,2
20607,97,110,5,2
20608,108,120,18,2
20609,89,99,3,2
20610,94,104,8,2
20611,126,137,35,2
20612,150,162,54,2
20613,147,161,47,2
20614,154,170,48,2
20615,165,184,56,2
20616,160,179,51,2
20617,146,167,38,2
20618,142,162,37,2
20619,137,158,41,2
20620,106,125,18,2
20621,91,109,27,2
20622,98,116,34,2
20623,81,101,6,2
20624,104,125,30,2
20625,98,120,22,2
20626,83,105,7,2
20627,104,128,30,2
20628,101,125,27,2
20629,83,109,10,2
20630,93,119,22,2
20631,88,113,21,2
20632,74,99,8,2
20633,69,95,6,2
20634,67,93,6,2
20635,66,91,7,2
20636,69,94,11,2
20637,64,91,10,2
20638,55,82,3,2
20639,72,100,16,2
20640,90,118,34,2
20641,88,116,29,2
20642,84,113,23,2
20643,92,121,28,2
20644,81,111,15,2
20645,78,108,10,2
20646,76,107,4,2
20647,89,120,16,2
20648,97,129,22,2
20649,82,114,5,2
20650,84,116,7,2
20651,118,147,37,2
20652,128,156,43,2
20653,100,129,13,2
20654,102,130,17,2
20655,103,131,18,2
20656,107,134,19,2
20657,116,144,8,2
20658,140,169,27,2
20659,142,169,26,2
20660,154,181,38,2
20661,140,167,26,2
20662,127,150,16,2
20663,133,156,22,2
20664,121,147,11,2
20665,127,154,15,2
20666,146,173,34,2
20667,136,163,24,2
20668,131,158,19,2
20669,157,184,45,2
20670,160,186,50,2
20671,142,168,33,2
20672,131,156,26,2
20673,115,140,12,2
20674,105,129,5,2
20675,124,148,28,2
20676,130,153,37,2
20677,121,144,30,2
20678,116,138,29,2
20679,100,122,13,2
20680,89,112,4,2
20681,102,126,16,2
20682,112,136,24,2
20683,121,146,29,2
20684,127,152,34,2
20685,117,142,22,2
20686,104,129,11,2
20687,104,129,12,2
20688,142,166,54,2
20689,148,172,62,2
20690,137,161,51,2
20691,125,149,37,2
20692,136,161,44,2
20693,148,173,53,2
20694,149,175,50,2
20695,150,177,48,2
20696,149,176,47,2
20697,151,178,49,2
20698,172,197,70,2
20699,155,179,59,2
20700,147,167,54,2
20701,199,217,115,2
20702,225,239,151,2
20703,201,213,137,2
20704,192,202,139,2
20705,173,182,127,2
20706,169,179,129,2
20707,196,205,158,2
20708,199,211,161,2
20709,181,194,141,2
20710,177,192,135,2
20711,188,204,142,2
20712,175,195,126,2
20713,165,185,114,2
20714,171,191,119,2
20715,167,187,115,2
20716,184,204,132,2
20717,194,214,142,2
20718,215,232,164,2
20719,209,225,160,2
20720,199,214,157,2
20721,208,222,171,2
20722,193,204,162,2
20723,15,22,6,2
20724,11,14,7,2
20725,19,21,16,2
20726,13,15,14,2
20727,2,1,6,2
20728,16,16,18,2
20729,15,14,12,2
20730,8,7,2,2
20731,1,1,3,2
20732,1,1,1,2
20733,1,1,1,2
20734,1,1,3,2
20735,1,1,3,2
20736,1,1,1,2
20737,1,1,1,2
20738,1,1,1,2
20739,1,1,1,2
20740,125,135,83,2
20741,65,74,19,2
20742,71,81,21,2
20743,71,80,15,2
20744,66,76,7,2
20745,66,74,1,2
20746,104,112,37,2
20747,103,109,35,2
20748,75,78,7,2
20749,81,82,14,2
20750,86,86,22,2
20751,81,79,18,2
20752,87,85,28,2
20753,92,86,34,2
20754,95,90,34,2
20755,90,85,19,2
20756,79,75,2,2
20757,107,103,30,2
20758,131,127,56,2
20759,133,130,59,2
20760,110,107,38,2
20761,77,77,7,2
20762,70,69,2,2
20763,87,86,19,2
20764,96,95,30,2
20765,86,87,21,2
20766,85,85,21,2
20767,65,67,2,2
20768,91,91,29,2
20769,138,138,76,2
20770,120,116,55,2
20771,96,91,27,2
20772,113,106,36,2
20773,113,107,31,2
20774,117,110,29,2
20775,138,132,46,2
20776,116,110,22,2
20777,98,93,11,2
20778,101,98,19,2
20779,82,80,6,2
20780,74,75,7,2
20781,85,88,19,2
20782,95,101,31,2
20783,116,122,52,2
20784,109,111,38,2
20785,88,90,17,2
20786,94,96,23,2
20787,105,109,33,2
20788,91,98,21,2
20789,112,121,42,2
20790,132,143,64,2
20791,95,108,26,2
20792,99,112,30,2
20793,81,95,10,2
20794,87,99,13,2
20795,96,108,22,2
20796,92,104,18,2
20797,85,95,9,2
20798,90,93,14,2
20799,117,124,47,2
20800,127,138,62,2
20801,97,111,36,2
20802,63,75,3,2
20803,74,76,3,2
20804,102,100,26,2
20805,130,128,51,2
20806,132,131,49,2
20807,106,109,22,2
20808,98,113,18,2
20809,109,127,28,2
20810,93,114,13,2
20811,98,119,18,2
20812,98,121,17,2
20813,98,120,19,2
20814,97,122,21,2
20815,97,121,23,2
20816,85,106,13,2
20817,71,92,1,2
20818,78,95,3,2
20819,89,104,9,2
20820,87,102,1,2
20821,103,116,11,2
20822,136,147,45,2
20823,149,156,61,2
20824,155,162,67,2
20825,160,171,69,2
20826,158,170,62,2
20827,148,161,47,2
20828,142,158,36,2
20829,140,159,33,2
20830,139,158,30,2
20831,137,158,31,2
20832,137,157,34,2
20833,155,175,60,2
20834,142,161,54,2
20835,89,108,27,2
20836,95,114,33,2
20837,72,93,2,2
20838,88,109,16,2
20839,85,106,13,2
20840,80,101,6,2
20841,93,117,21,2
20842,86,110,14,2
20843,73,99,2,2
20844,87,112,18,2
20845,82,107,15,2
20846,66,92,3,2
20847,73,99,12,2
20848,70,95,11,2
20849,65,90,7,2
20850,61,86,5,2
20851,62,87,6,2
20852,90,115,32,2
20853,87,112,29,2
20854,69,95,8,2
20855,74,100,11,2
20856,94,120,29,2
20857,69,96,3,2
20858,80,107,10,2
20859,82,110,10,2
20860,92,120,18,2
20861,99,127,24,2
20862,96,125,17,2
20863,109,137,26,2
20864,96,122,12,2
20865,109,136,23,2
20866,109,136,21,2
20867,92,119,2,2
20868,111,139,3,2
20869,141,170,28,2
20870,134,161,18,2
20871,145,172,29,2
20872,149,176,35,2
20873,124,150,14,2
20874,132,155,23,2
20875,145,168,36,2
20876,123,149,13,2
20877,120,147,8,2
20878,140,167,28,2
20879,139,166,27,2
20880,131,158,19,2
20881,144,171,32,2
20882,145,171,35,2
20883,137,163,28,2
20884,126,151,21,2
20885,108,133,6,2
20886,121,145,25,2
20887,129,152,36,2
20888,118,141,27,2
20889,111,133,24,2
20890,93,115,6,2
20891,99,123,13,2
20892,109,133,21,2
20893,115,140,23,2
20894,121,146,28,2
20895,116,141,21,2
20896,106,131,13,2
20897,105,130,13,2
20898,142,166,54,2
20899,154,178,66,2
20900,135,159,47,2
20901,117,141,27,2
20902,132,157,39,2
20903,141,167,44,2
20904,137,163,36,2
20905,144,171,40,2
20906,150,178,42,2
20907,146,174,37,2
20908,168,194,59,2
20909,150,175,47,2
20910,135,156,35,2
20911,180,200,87,2
20912,211,227,128,2
20913,194,208,120,2
20914,171,183,107,2
20915,153,164,96,2
20916,136,148,86,2
20917,173,184,124,2
20918,236,250,188,2
20919,172,187,120,2
20920,161,178,107,2
20921,169,187,111,2
20922,157,176,95,2
20923,152,171,89,2
20924,162,182,97,2
20925,164,184,99,2
20926,177,197,112,2
20927,187,207,122,2
20928,201,220,139,2
20929,195,214,135,2
20930,179,194,125,2
20931,197,211,149,2
20932,195,208,154,2
20933,203,209,181,2
20934,223,228,206,2
20935,203,207,190,2
20936,186,190,175,2
20937,8,11,2,2
20938,18,20,17,2
20939,9,9,11,2
20940,6,4,5,2
20941,4,2,3,2
20942,7,6,2,2
20943,1,1,1,2
20944,1,1,3,2
20945,1,1,1,2
20946,1,1,1,2
20947,1,1,3,2
20948,1,1,3,2
20949,1,1,1,2
20950,1,1,1,2
20951,1,1,1,2
20952,1,1,1,2
20953,134,144,92,2
20954,49,59,6,2
20955,67,76,21,2
20956,70,80,20,2
20957,78,87,22,2
20958,72,82,13,2
20959,69,77,4,2
20960,113,119,45,2
20961,119,123,49,2
20962,83,86,15,2
20963,88,89,21,2
20964,97,97,33,2
20965,86,84,23,2
20966,75,73,16,2
20967,84,79,24,2
20968,113,106,51,2
20969,102,94,29,2
20970,109,105,32,2
20971,135,128,58,2
20972,132,128,57,2
20973,107,102,34,2
20974,79,76,7,2
20975,78,75,8,2
20976,95,92,25,2
20977,79,75,11,2
20978,81,80,15,2
20979,110,109,45,2
20980,93,92,28,2
20981,97,95,34,2
20982,143,141,80,2
20983,105,99,39,2
20984,92,84,22,2
20985,102,95,27,2
20986,100,94,20,2
20987,114,107,26,2
20988,125,119,33,2
20989,95,89,3,2
20990,97,92,10,2
20991,96,90,12,2
20992,81,77,4,2
20993,76,73,2,2
20994,84,84,14,2
20995,81,82,12,2
20996,77,80,9,2
20997,86,89,18,2
20998,96,96,26,2
20999,89,89,17,2
21000,80,80,8,2
21001,89,91,18,2
21002,85,89,15,2
21003,96,103,26,2
21004,119,127,50,2
21005,84,95,16,2
21006,79,90,11,2
21007,75,88,6,2
21008,70,83,1,2
21009,77,91,6,2
21010,97,109,25,2
21011,101,113,27,2
21012,89,101,17,2
21013,82,90,5,2
21014,81,85,1,2
21015,101,104,23,2
21016,117,124,46,2
21017,120,131,53,2
21018,98,111,39,2
21019,58,74,3,2
21020,67,69,3,2
21021,84,84,14,2
21022,102,102,28,2
21023,108,109,29,2
21024,98,102,17,2
21025,86,92,2,2
21026,99,114,19,2
21027,105,122,26,2
21028,88,108,9,2
21029,104,125,24,2
21030,95,118,14,2
21031,98,121,17,2
21032,101,123,22,2
21033,111,133,35,2
21034,100,121,28,2
21035,82,101,11,2
21036,82,97,4,2
21037,100,114,17,2
21038,110,122,22,2
21039,128,139,35,2
21040,158,169,65,2
21041,156,163,67,2
21042,154,161,65,2
21043,141,149,46,2
21044,136,148,38,2
21045,151,164,50,2
21046,150,164,43,2
21047,133,149,24,2
21048,123,142,16,2
21049,112,132,7,2
21050,108,128,7,2
21051,147,167,54,2
21052,165,184,79,2
21053,81,101,6,2
21054,87,106,27,2
21055,92,111,32,2
21056,70,90,3,2
21057,73,93,4,2
21058,73,93,4,2
21059,86,107,16,2
21060,89,112,21,2
21061,76,99,8,2
21062,83,108,16,2
21063,77,102,11,2
21064,65,91,4,2
21065,78,103,19,2
21066,73,98,15,2
21067,61,86,3,2
21068,60,85,4,2
21069,70,95,14,2
21070,97,122,39,2
21071,81,106,22,2
21072,71,97,10,2
21073,91,117,26,2
21074,74,101,6,2
21075,73,100,3,2
21076,86,114,14,2
21077,105,133,31,2
21078,88,116,14,2
21079,98,127,21,2
21080,99,127,17,2
21081,85,111,1,2
21082,111,137,27,2
21083,112,139,26,2
21084,106,133,16,2
21085,111,137,14,2
21086,144,173,31,2
21087,132,159,16,2
21088,139,166,23,2
21089,152,179,40,2
21090,124,150,14,2
21091,126,149,19,2
21092,144,167,35,2
21093,118,144,8,2
21094,124,151,12,2
21095,137,164,25,2
21096,136,163,24,2
21097,142,168,32,2
21098,136,162,27,2
21099,130,156,23,2
21100,111,136,8,2
21101,107,131,11,2
21102,116,139,23,2
21103,106,128,17,2
21104,101,123,14,2
21105,103,127,17,2
21106,111,135,23,2
21107,105,130,13,2
21108,102,127,9,2
21109,101,126,6,2
21110,102,127,9,2
21111,108,133,16,2
21112,132,156,42,2
21113,151,175,63,2
21114,129,153,41,2
21115,107,132,15,2
21116,126,151,31,2
21117,133,159,32,2
21118,128,155,24,2
21119,140,168,31,2
21120,142,171,29,2
21121,141,171,25,2
21122,154,181,38,2
21123,144,171,32,2
21124,140,163,31,2
21125,164,186,62,2
21126,184,202,90,2
21127,195,211,112,2
21128,146,160,72,2
21129,134,147,67,2
21130,140,154,77,2
21131,196,210,133,2
21132,199,216,138,2
21133,168,186,104,2
21134,150,170,83,2
21135,148,169,78,2
21136,146,167,72,2
21137,141,163,65,2
21138,148,170,72,2
21139,154,176,76,2
21140,162,184,84,2
21141,170,192,94,2
21142,179,200,105,2
21143,174,193,103,2
21144,163,181,97,2
21145,185,202,124,2
21146,162,177,108,2
21147,217,231,170,2
21148,218,228,176,2
21149,174,183,138,2
21150,206,214,175,2
21151,172,179,146,2
21152,210,216,190,2
21153,9,9,9,2
21154,14,12,15,2
21155,4,2,5,2
21156,12,10,11,2
21157,139,148,95,2
21158,55,64,9,2
21159,69,77,20,2
21160,69,77,17,2
21161,77,83,19,2
21162,75,82,14,2
21163,71,77,7,2
21164,110,116,44,2
21165,126,129,58,2
21166,100,101,31,2
21167,97,96,29,2
21168,94,93,29,2
21169,87,83,22,2
21170,84,79,23,2
21171,92,85,31,2
21172,117,110,55,2
21173,105,97,32,2
21174,106,97,28,2
21175,100,91,22,2
21176,91,84,14,2
21177,104,95,28,2
21178,128,121,53,2
21179,117,110,42,2
21180,77,72,4,2
21181,92,87,21,2
21182,117,112,46,2
21183,82,77,13,2
21184,79,74,10,2
21185,104,98,36,2
21186,91,87,24,2
21187,99,95,32,2
21188,147,141,81,2
21189,95,86,29,2
21190,92,82,23,2
21191,100,91,24,2
21192,91,83,10,2
21193,100,93,13,2
21194,106,100,16,2
21195,108,102,18,2
21196,115,110,29,2
21197,96,90,14,2
21198,82,78,4,2
21199,86,83,12,2
21200,89,89,17,2
21201,79,81,8,2
21202,71,71,1,2
21203,99,99,29,2
21204,80,80,10,2
21205,73,76,5,2
21206,82,88,14,2
21207,92,100,25,2
21208,72,83,5,2
21209,78,89,11,2
21210,77,88,9,2
21211,76,87,8,2
