CASO,R,G,B,CLASE
1356,225,228,233,1
1357,225,228,233,1
1358,225,228,233,1
1359,225,228,233,1
1360,225,228,233,1
1361,224,227,234,1
1362,224,227,234,1
1363,224,227,234,1
1364,224,227,234,1
1365,224,227,234,1
1366,224,227,234,1
1367,224,227,234,1
1368,224,227,234,1
1369,225,228,235,1
1370,224,227,234,1
1371,224,227,234,1
1372,223,226,233,1
1373,223,226,233,1
1374,222,225,232,1
1375,222,225,232,1
1376,222,225,232,1
1377,219,223,232,1
1378,219,223,232,1
1379,219,223,232,1
1380,218,222,231,1
1381,218,222,231,1
1382,217,221,230,1
1383,217,221,230,1
1384,216,220,229,1
1385,217,221,230,1
1386,216,220,229,1
1387,215,219,228,1
1388,214,218,227,1
1389,213,217,226,1
1390,213,217,226,1
1391,213,217,226,1
1392,211,218,226,1
1393,212,219,229,1
1394,212,219,229,1
1395,212,219,229,1
1396,212,219,229,1
1397,211,218,228,1
1398,211,218,228,1
1399,211,218,228,1
1400,210,217,227,1
1401,210,217,227,1
1402,210,217,227,1
1403,210,217,227,1
1404,210,217,227,1
1405,210,217,227,1
1406,210,217,227,1
1407,210,217,227,1
1408,210,217,227,1
1409,211,218,228,1
1410,211,218,228,1
1411,211,218,228,1
1412,212,219,229,1
1413,212,219,229,1
1414,213,220,230,1
1415,213,220,230,1
1416,213,220,230,1
1417,211,218,228,1
1418,211,218,228,1
1419,211,218,228,1
1420,210,217,227,1
1421,210,217,227,1
1422,209,216,226,1
1423,209,216,226,1
1424,209,216,226,1
1425,207,216,225,1
1426,206,215,224,1
1427,206,215,224,1
1428,206,215,224,1
1429,206,215,224,1
1430,205,214,223,1
1431,205,214,223,1
1432,205,214,223,1
1433,206,215,224,1
1434,206,215,224,1
1435,206,215,224,1
1436,206,215,224,1
1437,206,215,224,1
1438,206,215,224,1
1439,206,215,224,1
1440,206,215,224,1
1441,205,213,224,1
1442,205,213,224,1
1443,205,213,224,1
1444,204,212,223,1
1445,203,211,222,1
1446,203,211,222,1
1447,202,210,221,1
1448,202,210,221,1
1449,203,211,222,1
1450,203,211,222,1
1451,203,211,222,1
1452,203,211,222,1
1453,204,212,223,1
1454,204,212,223,1
1455,204,212,223,1
1456,204,212,223,1
1457,203,213,225,1
1458,202,212,224,1
1459,202,212,224,1
1460,201,211,223,1
1461,199,209,221,1
1462,198,208,220,1
1463,198,208,220,1
1464,197,207,219,1
1465,196,206,218,1
1466,196,206,218,1
1467,196,206,218,1
1468,195,205,217,1
1469,194,204,216,1
1470,193,203,215,1
1471,193,203,215,1
1472,192,202,214,1
1473,189,201,215,1
1474,188,200,214,1
1475,187,199,213,1
1476,187,199,213,1
1477,188,200,214,1
1478,190,202,216,1
1479,192,204,218,1
1480,193,205,219,1
1481,196,208,222,1
1482,199,211,225,1
1483,201,213,227,1
1484,200,212,226,1
1485,197,209,223,1
1486,196,208,222,1
1487,198,210,224,1
1488,201,213,227,1
1489,198,210,224,1
1490,197,211,224,1
1491,197,209,223,1
1492,195,209,222,1
1493,195,207,221,1
1494,193,207,220,1
1495,193,205,219,1
1496,192,206,219,1
1497,193,205,219,1
1498,192,206,219,1
1499,193,205,219,1
1500,192,206,219,1
1501,193,205,219,1
1502,192,206,219,1
1503,193,205,219,1
1504,193,205,219,1
1505,195,207,221,1
1506,195,207,221,1
1507,195,207,221,1
1508,194,206,220,1
1509,194,206,220,1
1510,193,205,219,1
1511,192,206,219,1
1512,192,206,219,1
1513,188,202,215,1
1514,188,202,215,1
1515,184,200,213,1
1516,182,198,211,1
1517,180,196,209,1
1518,178,194,207,1
1519,177,193,206,1
1520,175,193,205,1
1521,172,192,203,1
1522,169,191,202,1
1523,168,190,204,1
1524,167,189,203,1
1525,166,187,204,1
1526,166,187,204,1
1527,167,188,209,1
1528,166,188,209,1
1529,169,191,212,1
1530,168,190,211,1
1531,168,190,211,1
1532,165,190,210,1
1533,162,188,205,1
1534,159,185,202,1
1535,157,183,198,1
1536,157,180,196,1
1537,159,180,199,1
1538,159,180,199,1
1539,159,180,199,1
1540,159,180,199,1
1541,159,180,199,1
1542,159,180,199,1
1543,159,180,201,1
1544,159,180,201,1
1545,156,177,198,1
1546,156,177,198,1
1547,156,176,200,1
1548,155,175,199,1
1549,155,175,199,1
1550,154,174,198,1
1551,154,174,198,1
1552,153,175,198,1
1553,150,174,198,1
1554,149,175,198,1
1555,149,175,198,1
1556,149,175,198,1
1557,149,175,198,1
1558,149,175,198,1
1559,149,175,198,1
1560,149,175,198,1
1561,150,174,198,1
1562,150,174,198,1
1563,151,175,199,1
1564,151,175,199,1
1565,13,13,13,1
1566,5,5,5,1
1567,5,5,5,1
1568,10,10,10,1
1569,1,1,1,1
1570,1,1,1,1
1571,1,1,1,1
1572,1,1,1,1
1573,1,1,1,1
1574,1,1,1,1
1575,1,1,1,1
1576,1,1,1,1
1577,1,1,1,1
1578,10,11,6,1
1579,12,13,8,1
1580,14,14,12,1
1581,12,12,10,1
1582,14,14,12,1
1583,7,7,7,1
1584,19,19,21,1
1585,2,2,4,1
1586,6,6,6,1
1587,6,6,4,1
1588,5,5,3,1
1589,17,17,15,1
1590,6,6,4,1
1591,10,11,6,1
1592,5,6,1,1
1593,208,209,203,1
1594,210,211,205,1
1595,225,226,218,1
1596,12,14,3,1
1597,238,242,227,1
1598,215,219,204,1
1599,224,228,213,1
1600,245,249,234,1
1601,235,239,224,1
1602,232,236,221,1
1603,218,222,207,1
1604,221,225,210,1
1605,239,243,228,1
1606,223,227,212,1
1607,239,243,228,1
1608,224,228,213,1
1609,195,199,184,1
1610,221,225,210,1
1611,228,234,222,1
1612,234,239,235,1
1613,232,238,238,1
1614,229,234,237,1
1615,226,231,234,1
1616,221,228,234,1
1617,220,227,233,1
1618,219,226,234,1
1619,219,226,234,1
1620,217,224,232,1
1621,217,224,232,1
1622,216,225,230,1
1623,215,225,227,1
1624,214,224,226,1
1625,213,223,224,1
1626,213,223,222,1
1627,212,222,221,1
1628,214,222,225,1
1629,214,222,225,1
1630,214,221,227,1
1631,214,221,227,1
1632,214,221,227,1
1633,214,221,227,1
1634,214,221,227,1
1635,214,221,227,1
1636,215,223,226,1
1637,216,224,227,1
1638,216,224,227,1
1639,216,224,227,1
1640,217,225,227,1
1641,218,226,228,1
1642,218,226,228,1
1643,218,226,228,1
1644,223,228,232,1
1645,222,227,231,1
1646,223,226,231,1
1647,222,225,230,1
1648,224,225,230,1
1649,225,226,231,1
1650,226,225,231,1
1651,227,226,232,1
1652,228,227,233,1
1653,226,225,231,1
1654,226,227,232,1
1655,230,231,236,1
1656,228,231,236,1
1657,226,229,234,1
1658,225,230,234,1
1659,227,232,236,1
1660,227,230,235,1
1661,227,230,235,1
1662,227,230,235,1
1663,227,230,235,1
1664,227,230,235,1
1665,227,230,235,1
1666,227,230,235,1
1667,227,230,235,1
1668,226,229,234,1
1669,226,229,234,1
1670,226,229,234,1
1671,226,229,234,1
1672,226,229,234,1
1673,226,229,234,1
1674,226,229,234,1
1675,226,229,234,1
1676,224,227,234,1
1677,224,227,234,1
1678,224,227,234,1
1679,224,227,234,1
1680,224,227,234,1
1681,224,227,234,1
1682,224,227,234,1
1683,224,227,234,1
1684,226,229,236,1
1685,226,229,236,1
1686,225,228,235,1
1687,225,228,235,1
1688,224,227,234,1
1689,224,227,234,1
1690,223,226,233,1
1691,223,226,233,1
1692,221,225,234,1
1693,221,225,234,1
1694,220,224,233,1
1695,220,224,233,1
1696,219,223,232,1
1697,219,223,232,1
1698,218,222,231,1
1699,218,222,231,1
1700,218,222,231,1
1701,218,222,231,1
1702,216,220,229,1
1703,215,219,228,1
1704,214,218,227,1
1705,213,217,226,1
1706,213,217,226,1
1707,213,217,226,1
1708,213,220,230,1
1709,213,220,230,1
1710,213,220,230,1
1711,212,219,229,1
1712,211,218,228,1
1713,211,218,228,1
1714,211,218,228,1
1715,210,217,227,1
1716,211,218,228,1
1717,211,218,228,1
1718,211,218,228,1
1719,211,218,228,1
1720,211,218,228,1
1721,211,218,228,1
1722,211,218,228,1
1723,211,218,228,1
1724,211,218,228,1
1725,211,218,228,1
1726,211,218,228,1
1727,212,219,229,1
1728,212,219,229,1
1729,213,220,230,1
1730,213,220,230,1
1731,213,220,230,1
1732,211,218,228,1
1733,211,218,228,1
1734,211,218,228,1
1735,210,217,227,1
1736,210,217,227,1
1737,209,216,226,1
1738,209,216,226,1
1739,208,215,225,1
1740,207,216,225,1
1741,207,216,225,1
1742,207,216,225,1
1743,207,216,225,1
1744,207,216,225,1
1745,206,215,224,1
1746,206,215,224,1
1747,206,215,224,1
1748,207,216,225,1
1749,207,216,225,1
1750,207,216,225,1
1751,207,216,225,1
1752,207,216,225,1
1753,207,216,225,1
1754,207,216,225,1
1755,207,216,225,1
1756,206,214,225,1
1757,206,214,225,1
1758,205,213,224,1
1759,204,212,223,1
1760,204,212,223,1
1761,203,211,222,1
1762,202,210,221,1
1763,202,210,221,1
1764,203,211,222,1
1765,203,211,222,1
1766,204,212,223,1
1767,204,212,223,1
1768,204,212,223,1
1769,204,212,223,1
1770,205,213,224,1
1771,205,213,224,1
1772,203,213,225,1
1773,203,213,225,1
1774,202,212,224,1
1775,201,211,223,1
1776,200,210,222,1
1777,199,209,221,1
1778,198,208,220,1
1779,198,208,220,1
1780,198,208,220,1
1781,197,207,219,1
1782,197,207,219,1
1783,196,206,218,1
1784,195,205,217,1
1785,194,204,216,1
1786,194,204,216,1
1787,193,203,215,1
1788,190,202,216,1
1789,190,202,216,1
1790,190,202,216,1
1791,191,203,217,1
1792,192,204,218,1
1793,193,205,219,1
1794,194,206,220,1
1795,194,206,220,1
1796,198,210,224,1
1797,199,211,225,1
1798,199,211,225,1
1799,199,211,225,1
1800,197,209,223,1
1801,197,209,223,1
1802,197,209,223,1
1803,198,210,224,1
1804,197,209,223,1
1805,197,209,223,1
1806,196,208,222,1
1807,195,207,221,1
1808,195,207,221,1
1809,194,206,220,1
1810,193,205,219,1
1811,193,205,219,1
1812,193,205,219,1
1813,193,205,219,1
1814,193,205,219,1
1815,193,205,219,1
1816,193,205,219,1
1817,193,205,219,1
1818,193,205,219,1
1819,193,205,219,1
1820,194,206,220,1
1821,193,205,219,1
1822,193,205,219,1
1823,192,204,218,1
1824,192,204,218,1
1825,191,203,217,1
1826,190,204,217,1
1827,190,204,217,1
1828,186,200,213,1
1829,185,199,212,1
1830,182,198,211,1
1831,180,196,209,1
1832,178,194,207,1
1833,177,193,206,1
1834,175,191,204,1
1835,174,192,204,1
1836,171,191,202,1
1837,168,190,201,1
1838,167,189,203,1
1839,166,188,202,1
1840,165,186,203,1
1841,164,187,203,1
1842,163,185,206,1
1843,163,185,206,1
1844,165,187,208,1
1845,163,188,208,1
1846,162,187,207,1
1847,161,186,206,1
1848,159,185,202,1
1849,157,183,200,1
1850,155,181,196,1
1851,154,180,195,1
1852,158,181,199,1
1853,159,180,199,1
1854,159,180,199,1
1855,159,180,199,1
1856,159,180,199,1
1857,159,180,199,1
1858,159,180,201,1
1859,159,180,201,1
1860,156,177,198,1
1861,156,177,198,1
1862,155,175,199,1
1863,155,175,199,1
1864,154,174,198,1
1865,154,174,198,1
1866,153,173,197,1
1867,152,174,197,1
1868,150,174,198,1
1869,149,175,198,1
1870,148,174,197,1
1871,148,174,197,1
1872,147,173,196,1
1873,147,173,196,1
1874,147,173,196,1
1875,146,172,195,1
1876,147,171,195,1
1877,148,172,196,1
1878,149,173,197,1
1879,149,173,197,1
1880,1,1,1,1
1881,12,12,12,1
1882,4,4,4,1
1883,2,2,2,1
1884,16,16,16,1
1885,1,1,1,1
1886,1,1,1,1
1887,1,1,1,1
1888,1,1,1,1
1889,1,1,1,1
1890,1,1,1,1
1891,1,1,1,1
1892,1,1,1,1
1893,3,3,1,1
1894,10,11,6,1
1895,7,7,5,1
1896,5,5,3,1
1897,1,1,1,1
1898,2,2,4,1
1899,8,8,10,1
1900,20,20,22,1
1901,3,2,7,1
1902,10,9,14,1
1903,8,8,10,1
1904,19,19,17,1
1905,10,10,8,1
1906,15,15,13,1
1907,212,213,207,1
1908,228,229,223,1
1909,13,14,6,1
1910,11,13,2,1
1911,223,227,213,1
1912,204,208,194,1
1913,240,244,230,1
1914,237,241,227,1
1915,225,229,215,1
1916,225,229,214,1
1917,210,214,199,1
1918,227,231,216,1
1919,210,214,199,1
1920,230,234,219,1
1921,223,227,212,1
1922,205,209,192,1
1923,233,239,225,1
1924,237,242,236,1
1925,234,240,240,1
1926,231,236,239,1
1927,227,232,235,1
1928,225,230,236,1
1929,223,228,234,1
1930,220,227,235,1
1931,220,227,235,1
1932,218,225,233,1
1933,218,225,233,1
1934,218,225,231,1
1935,217,225,228,1
1936,215,225,224,1
1937,214,225,221,1
1938,213,224,218,1
1939,213,224,220,1
1940,214,222,224,1
1941,214,222,224,1
1942,214,222,225,1
1943,214,222,225,1
1944,214,222,225,1
1945,214,222,225,1
1946,214,222,225,1
1947,214,222,225,1
1948,216,224,227,1
1949,216,224,227,1
1950,216,224,227,1
1951,217,225,228,1
1952,217,225,228,1
1953,218,226,229,1
1954,218,226,229,1
1955,219,227,230,1
1956,224,229,233,1
1957,223,228,232,1
1958,224,227,232,1
1959,223,226,231,1
1960,225,226,231,1
1961,226,227,232,1
1962,227,226,232,1
1963,228,227,233,1
1964,229,228,234,1
1965,227,226,232,1
1966,227,228,233,1
1967,231,232,237,1
1968,229,232,237,1
1969,227,230,235,1
1970,226,231,235,1
1971,228,233,237,1
1972,228,231,236,1
1973,228,231,236,1
1974,228,231,236,1
1975,228,231,236,1
1976,228,231,236,1
1977,228,231,236,1
1978,228,231,236,1
1979,228,231,236,1
1980,227,230,235,1
1981,227,230,235,1
1982,227,230,235,1
1983,227,230,235,1
1984,227,230,235,1
1985,227,230,235,1
1986,227,230,235,1
1987,227,230,235,1
1988,225,228,233,1
1989,225,228,233,1
1990,225,228,233,1
1991,225,228,233,1
1992,225,228,233,1
1993,225,228,233,1
1994,225,228,233,1
1995,225,228,233,1
1996,227,230,235,1
1997,227,230,235,1
1998,226,229,234,1
1999,226,229,234,1
2000,225,228,233,1
2001,225,228,233,1
2002,224,227,232,1
2003,224,227,234,1
2004,222,226,235,1
2005,222,226,235,1
2006,221,225,234,1
2007,221,225,234,1
2008,220,224,233,1
2009,220,224,233,1
2010,219,223,232,1
2011,219,223,232,1
2012,221,225,234,1
2013,220,224,233,1
2014,218,222,231,1
2015,217,221,230,1
2016,215,219,228,1
2017,215,219,228,1
2018,214,218,227,1
2019,214,218,227,1
2020,214,221,229,1
2021,213,220,228,1
2022,213,220,228,1
2023,212,219,227,1
2024,212,219,227,1
2025,211,218,226,1
2026,211,218,226,1
2027,210,217,225,1
2028,211,218,226,1
2029,211,218,226,1
2030,211,218,226,1
2031,211,218,226,1
2032,211,218,226,1
2033,211,218,226,1
2034,211,218,226,1
2035,211,218,226,1
2036,211,218,226,1
2037,211,218,226,1
2038,211,218,226,1
2039,212,219,227,1
2040,212,219,227,1
2041,213,220,228,1
2042,213,220,228,1
2043,213,220,228,1
2044,212,219,227,1
2045,212,219,227,1
2046,211,218,226,1
2047,211,218,226,1
2048,210,217,225,1
2049,210,217,225,1
2050,209,216,224,1
2051,209,216,224,1
2052,209,218,225,1
2053,209,218,225,1
2054,209,218,225,1
2055,209,218,225,1
2056,208,217,224,1
2057,208,217,224,1
2058,208,217,224,1
2059,208,217,224,1
2060,207,216,223,1
2061,207,216,223,1
2062,207,216,223,1
2063,207,216,223,1
2064,207,216,223,1
2065,207,216,223,1
2066,207,216,223,1
2067,207,216,223,1
2068,207,216,225,1
2069,207,216,225,1
2070,206,215,224,1
2071,206,215,224,1
2072,205,214,223,1
2073,204,213,222,1
2074,203,212,221,1
2075,203,212,221,1
2076,205,214,223,1
2077,205,214,223,1
2078,205,214,223,1
2079,205,214,223,1
2080,206,215,224,1
2081,206,215,224,1
2082,206,215,224,1
2083,206,215,224,1
2084,205,215,225,1
2085,204,214,224,1
2086,203,213,223,1
2087,202,212,222,1
2088,201,211,221,1
2089,200,210,220,1
2090,199,209,219,1
2091,199,209,219,1
2092,199,209,219,1
2093,199,209,219,1
2094,198,208,218,1
2095,198,208,218,1
2096,197,207,217,1
2097,196,206,216,1
2098,196,206,216,1
2099,195,205,215,1
2100,194,204,216,1
2101,195,205,217,1
2102,197,207,219,1
2103,198,208,220,1
2104,199,209,221,1
2105,199,209,221,1
2106,199,209,221,1
2107,198,208,220,1
2108,202,212,224,1
2109,200,210,222,1
2110,199,209,221,1
2111,199,209,221,1
2112,200,210,222,1
2113,200,210,222,1
2114,199,209,221,1
2115,197,207,219,1
2116,198,207,222,1
2117,198,207,222,1
2118,197,206,221,1
2119,197,206,221,1
2120,197,206,221,1
2121,196,205,220,1
2122,196,205,220,1
2123,196,205,220,1
2124,196,205,220,1
2125,196,205,220,1
2126,196,205,220,1
2127,196,205,220,1
2128,196,205,220,1
2129,196,205,220,1
2130,196,205,220,1
2131,196,205,220,1
2132,192,204,218,1
2133,192,204,218,1
2134,192,204,218,1
2135,191,203,217,1
2136,191,203,217,1
2137,190,202,216,1
2138,189,203,216,1
2139,188,202,215,1
2140,185,199,212,1
2141,184,198,211,1
2142,181,197,210,1
2143,180,196,209,1
2144,178,194,207,1
2145,177,193,206,1
2146,176,192,205,1
2147,174,192,204,1
2148,169,191,202,1
2149,168,192,202,1
2150,167,190,204,1
2151,165,188,202,1
2152,164,187,203,1
2153,163,186,202,1
2154,162,184,205,1
2155,160,185,205,1
2156,159,184,204,1
2157,159,184,204,1
2158,158,183,203,1
2159,155,182,201,1
2160,154,181,198,1
2161,154,181,198,1
2162,154,182,196,1
2163,154,180,195,1
2164,157,180,198,1
2165,157,180,198,1
2166,157,180,198,1
2167,157,180,198,1
2168,157,180,198,1
2169,157,180,198,1
2170,157,179,200,1
2171,157,179,200,1
2172,155,177,198,1
2173,155,177,198,1
2174,154,176,199,1
2175,154,176,199,1
2176,153,175,198,1
2177,153,175,198,1
2178,152,174,197,1
2179,150,175,197,1
2180,150,176,199,1
2181,149,177,199,1
2182,148,176,198,1
2183,148,176,198,1
2184,148,174,197,1
2185,147,173,196,1
2186,146,172,195,1
2187,146,172,195,1
2188,145,171,194,1
2189,146,172,195,1
2190,147,173,196,1
2191,148,174,197,1
2192,6,6,6,1
2193,2,2,2,1
2194,4,4,4,1
2195,8,8,8,1
2196,9,9,9,1
2197,1,1,1,1
2198,1,1,1,1
2199,1,1,1,1
2200,1,1,1,1
2201,1,1,1,1
2202,1,1,1,1
2203,1,1,1,1
2204,1,1,1,1
2205,10,10,8,1
2206,3,3,3,1
2207,4,4,4,1
2208,8,8,8,1
2209,8,8,10,1
2210,7,7,9,1
2211,1,1,3,1
2212,8,7,12,1
2213,6,5,10,1
2214,6,6,6,1
2215,8,8,6,1
2216,12,12,10,1
2217,10,10,8,1
2218,210,211,205,1
2219,221,222,216,1
2220,17,18,10,1
2221,223,226,215,1
2222,220,223,212,1
2223,236,239,228,1
2224,208,211,200,1
2225,211,215,201,1
2226,216,220,206,1
2227,235,239,225,1
2228,210,214,200,1
2229,225,229,215,1
2230,239,243,229,1
2231,220,224,209,1
2232,232,236,222,1
2233,238,243,237,1
2234,235,241,239,1
2235,232,238,238,1
2236,228,233,236,1
2237,225,230,234,1
2238,224,229,235,1
